,open,high,low,close,volume
2024-01-02 02:20:00,17954.5,17969.75,17945.75,17961.0,1150
2024-01-02 02:25:00,17961.0,17962.5,17940.75,17942.5,1416
2024-01-02 02:30:00,17942.5,17946.75,17926.75,17931.0,1005
2024-01-02 02:35:00,17931.0,17934.75,17904.5,17908.25,986
2024-01-02 02:40:00,17908.25,17924.0,17899.25,17915.0,963
2024-01-02 02:45:00,17915.0,17929.25,17877.0,17891.0,1081
2024-01-02 02:50:00,17891.0,17894.0,17890.75,17893.75,923
2024-01-02 02:55:00,17893.75,17916.0,17887.5,17909.75,1374
2024-01-02 03:00:00,17909.75,17918.5,17904.25,17912.75,1087
2024-01-02 03:05:00,17912.75,17935.0,17904.75,17927.0,252
2024-01-02 03:10:00,17927.0,17932.5,17916.5,17922.0,1343
2024-01-02 03:15:00,17922.0,17953.75,17907.5,17939.25,861
2024-01-02 03:20:00,17939.25,17952.75,17933.0,17946.5,549
2024-01-02 03:25:00,17946.5,17959.5,17936.25,17949.25,1410
2024-01-02 03:30:00,17949.25,17950.0,17939.25,17939.75,301
2024-01-02 03:35:00,17939.75,17956.5,17937.0,17953.75,595
2024-01-02 03:40:00,17953.75,17955.0,17945.0,17946.25,997
2024-01-02 03:45:00,17946.25,17961.25,17932.75,17948.0,1176
2024-01-02 03:50:00,17948.0,17959.25,17922.25,17933.5,553
2024-01-02 03:55:00,17933.5,17940.5,17925.75,17932.5,468
2024-01-02 04:00:00,17932.5,17947.5,17925.0,17939.75,1126
2024-01-02 04:05:00,17939.75,17946.25,17929.25,17935.5,1381
2024-01-02 04:10:00,17935.5,17938.25,17929.25,17932.0,1022
2024-01-02 04:15:00,17932.0,17941.0,17913.5,17922.5,771
2024-01-02 04:20:00,17922.5,17923.5,17919.75,17920.5,549
2024-01-02 04:25:00,17920.5,17925.5,17917.0,17922.0,893
2024-01-02 04:30:00,17922.0,17939.5,17919.75,17937.25,1171
2024-01-02 04:35:00,17937.25,17944.25,17907.5,17914.5,849
2024-01-02 04:40:00,17914.5,17923.0,17898.25,17907.0,975
2024-01-02 04:45:00,17907.0,17910.25,17878.25,17881.5,236
2024-01-02 04:50:00,17881.5,17893.0,17880.75,17892.25,831
2024-01-02 04:55:00,17892.25,17903.75,17869.25,17880.75,904
2024-01-02 05:00:00,17880.75,17883.25,17877.75,17880.25,951
2024-01-02 05:05:00,17880.25,17913.25,17868.5,17901.5,1494
2024-01-02 05:10:00,17901.5,17924.5,17885.75,17908.75,1060
2024-01-02 05:15:00,17908.75,17945.25,17890.25,17926.75,1331
2024-01-02 05:20:00,17926.75,17951.5,17915.75,17940.5,774
2024-01-02 05:25:00,17940.5,17946.25,17932.0,17937.75,1285
2024-01-02 05:30:00,17937.75,17964.25,17926.25,17953.0,1185
2024-01-02 05:35:00,17953.0,17955.75,17946.0,17948.75,715
2024-01-02 05:40:00,17948.75,17968.25,17933.75,17953.0,1468
2024-01-02 05:45:00,17953.0,17966.0,17929.25,17942.25,566
2024-01-02 05:50:00,17942.25,17969.5,17940.5,17967.75,322
2024-01-02 05:55:00,17967.75,17972.0,17956.75,17961.0,374
2024-01-02 06:00:00,17961.0,17974.25,17932.25,17945.75,1387
2024-01-02 06:05:00,17945.75,17960.5,17939.25,17954.0,517
2024-01-02 06:10:00,17954.0,17963.75,17946.75,17956.5,471
2024-01-02 06:15:00,17956.5,17965.0,17949.0,17957.25,1043
2024-01-02 06:20:00,17957.25,17967.75,17942.75,17953.5,788
2024-01-02 06:25:00,17953.5,17955.5,17951.75,17953.75,283
2024-01-02 06:30:00,17953.75,17966.75,17934.75,17947.75,872
2024-01-02 06:35:00,17947.75,17952.75,17938.0,17943.25,583
2024-01-02 06:40:00,17943.25,17955.5,17925.75,17938.0,296
2024-01-02 06:45:00,17938.0,18053.25,17883.0,17998.25,1457
2024-01-02 06:50:00,17998.25,18134.25,17986.5,18122.5,1528
2024-01-02 06:55:00,18122.5,18267.0,18042.25,18186.5,1779
2024-01-02 07:00:00,18186.5,18256.75,18128.0,18198.25,2178
2024-01-02 07:05:00,18198.25,18334.0,18143.25,18279.0,1751
2024-01-02 07:10:00,18279.0,18305.0,18266.25,18292.25,1968
2024-01-02 07:15:00,18292.25,18309.5,18256.0,18273.25,1669
2024-01-02 07:20:00,18273.25,18399.75,18207.25,18333.75,2405
2024-01-02 07:25:00,18333.75,18612.75,18215.5,18494.75,2666
2024-01-02 07:30:00,18494.75,18761.5,18391.25,18658.25,2411
2024-01-02 07:35:00,18658.25,18669.5,18654.5,18665.75,2059
2024-01-02 07:40:00,18665.75,18727.75,18579.25,18641.0,1065
2024-01-02 07:45:00,18641.0,18677.75,18604.25,18640.75,1352
2024-01-02 07:50:00,18640.75,18645.0,18608.75,18613.0,2061
2024-01-02 07:55:00,18613.0,18618.5,18580.25,18585.75,1643
2024-01-02 08:00:00,18585.75,18591.0,18550.75,18556.0,812
2024-01-02 08:05:00,18556.0,18628.5,18490.25,18562.75,1003
2024-01-02 08:10:00,18562.75,18623.0,18509.75,18570.25,1601
2024-01-02 08:15:00,18570.25,18651.75,18559.0,18640.5,1782
2024-01-02 08:20:00,18640.5,18659.25,18630.5,18649.25,1989
2024-01-02 08:25:00,18649.25,18690.75,18539.5,18581.0,1761
2024-01-02 08:30:00,18581.0,18646.5,18441.0,18506.5,1561
2024-01-02 08:35:00,18506.5,18570.25,18442.5,18506.25,821
2024-01-02 08:40:00,18506.25,18586.75,18423.5,18504.0,1884
2024-01-02 08:45:00,18504.0,18536.25,18487.0,18519.5,1808
2024-01-02 08:50:00,18519.5,18534.25,18497.75,18512.25,1377
2024-01-02 08:55:00,18512.25,18541.0,18478.5,18507.0,1030
2024-01-02 09:00:00,18507.0,18566.25,18413.0,18472.25,965
2024-01-02 09:05:00,18472.25,18508.0,18346.0,18382.0,1005
2024-01-02 09:10:00,18382.0,18418.75,18295.25,18331.75,1628
2024-01-02 09:15:00,18331.75,18425.75,18292.0,18386.0,1546
2024-01-02 09:20:00,18386.0,18412.75,18365.5,18392.5,1286
2024-01-02 09:25:00,18392.5,18415.0,18326.5,18348.75,995
2024-01-02 09:30:00,18348.75,18379.25,18299.25,18329.75,1243
2024-01-02 09:35:00,18329.75,18351.0,18297.75,18319.0,2056
2024-01-02 09:40:00,18319.0,18388.0,18254.75,18324.0,1316
2024-01-02 09:45:00,18324.0,18352.75,18289.0,18317.75,848
2024-01-02 09:50:00,18317.75,18360.0,18302.0,18344.25,880
2024-01-02 09:55:00,18344.25,18387.0,18253.75,18296.5,802
2024-01-02 10:00:00,18296.5,18361.0,18228.75,18293.5,1009
2024-01-02 10:05:00,18293.5,18395.5,18265.25,18367.5,928
2024-01-02 10:10:00,18367.5,18427.25,18265.25,18325.25,2000
2024-01-02 10:15:00,18325.25,18356.75,18291.75,18323.25,1718
2024-01-02 10:20:00,18323.25,18439.0,18200.5,18316.25,1706
2024-01-02 10:25:00,18316.25,18359.0,18295.5,18338.25,1096
2024-01-02 10:30:00,18338.25,18400.0,18285.5,18347.25,1242
2024-01-02 10:35:00,18347.25,18359.0,18313.25,18325.25,935
2024-01-02 10:40:00,18325.25,18389.5,18268.25,18332.5,1915
2024-01-02 10:45:00,18332.5,18393.0,18222.75,18283.25,843
2024-01-02 10:50:00,18283.25,18318.0,18244.0,18278.75,1123
2024-01-02 10:55:00,18278.75,18293.0,18225.75,18240.0,2035
2024-01-02 11:00:00,18240.0,18311.0,18193.0,18264.0,1327
2024-01-02 11:05:00,18264.0,18348.25,18212.0,18296.25,1770
2024-01-02 11:10:00,18296.25,18342.0,18280.75,18326.75,1514
2024-01-02 11:15:00,18326.75,18393.25,18295.75,18362.5,1009
2024-01-02 11:20:00,18362.5,18382.5,18338.75,18358.75,1805
2024-01-02 11:25:00,18358.75,18440.75,18331.5,18413.5,872
2024-01-02 11:30:00,18413.5,18452.0,18360.5,18399.0,1822
2024-01-02 11:35:00,18399.0,18498.0,18380.75,18480.0,1951
2024-01-02 11:40:00,18480.0,18519.75,18436.75,18476.5,976
2024-01-02 11:45:00,18476.5,18598.75,18406.75,18529.0,1449
2024-01-02 11:50:00,18529.0,18602.75,18471.25,18545.0,1026
2024-01-02 11:55:00,18545.0,18580.0,18476.0,18511.0,1350
2024-01-02 12:00:00,18511.0,18596.0,18449.0,18534.25,1766
2024-01-02 12:05:00,18534.25,18554.5,18523.0,18543.25,2094
2024-01-02 12:10:00,18543.25,18559.0,18504.0,18519.75,1058
2024-01-02 12:15:00,18519.75,18577.0,18424.75,18482.0,1500
2024-01-02 12:20:00,18482.0,18516.5,18444.75,18479.0,1256
2024-01-02 12:25:00,18479.0,18489.5,18471.0,18481.5,1959
2024-01-02 12:30:00,18481.5,18487.75,18451.25,18457.5,1777
2024-01-02 12:35:00,18457.5,18481.5,18385.5,18409.25,864
2024-01-02 12:40:00,18409.25,18431.75,18402.75,18425.25,1238
2024-01-02 12:45:00,18425.25,18460.75,18318.25,18354.0,1588
2024-01-02 12:50:00,18354.0,18396.75,18348.0,18390.75,976
2024-01-02 12:55:00,18390.75,18451.75,18370.0,18430.75,1719
2024-01-02 13:00:00,18430.75,18456.5,18406.75,18432.75,955
2024-01-02 13:05:00,18432.75,18448.75,18362.0,18378.0,1793
2024-01-02 13:10:00,18378.0,18449.5,18344.25,18415.75,1784
2024-01-02 13:15:00,18415.75,18448.25,18406.75,18439.5,1129
2024-01-02 13:20:00,18439.5,18460.75,18431.25,18452.5,1865
2024-01-02 13:25:00,18452.5,18460.0,18431.75,18439.25,946
2024-01-02 13:30:00,18439.25,18504.25,18308.25,18373.25,1404
2024-01-02 13:35:00,18373.25,18389.75,18310.25,18327.0,1388
2024-01-02 13:40:00,18327.0,18385.75,18296.75,18355.75,1850
2024-01-02 13:45:00,18355.75,18514.0,18321.25,18479.5,1987
2024-01-02 13:50:00,18479.5,18497.25,18435.25,18453.0,1909
2024-01-02 13:55:00,18453.0,18554.25,18367.5,18468.75,1426
2024-01-02 14:00:00,18468.75,18551.75,18433.0,18516.0,1185
2024-01-02 14:05:00,18516.0,18577.0,18325.75,18386.75,1122
2024-01-02 14:10:00,18386.75,18477.0,18271.0,18361.25,839
2024-01-02 14:15:00,18361.25,18375.25,18320.0,18334.25,1954
2024-01-02 14:20:00,18334.25,18478.5,18255.75,18400.0,1105
2024-01-02 14:25:00,18400.0,18414.5,18394.5,18409.0,1786
2024-01-02 14:30:00,18409.0,18428.5,18395.0,18414.5,1509
2024-01-02 14:35:00,18414.5,18444.75,18388.75,18419.25,1912
2024-01-02 14:40:00,18419.25,18503.25,18301.5,18385.5,952
2024-01-02 14:45:00,18385.5,18430.25,18365.5,18410.5,912
2024-01-02 14:50:00,18410.5,18448.0,18359.25,18396.75,1422
2024-01-02 14:55:00,18396.75,18471.5,18353.25,18428.25,1455
2024-01-02 15:00:00,18428.25,18520.5,18348.5,18441.0,1579
2024-01-02 15:05:00,18441.0,18495.5,18436.5,18491.0,1238
2024-01-02 15:10:00,18491.0,18512.25,18466.25,18487.5,1669
2024-01-02 15:15:00,18487.5,18578.5,18359.25,18450.25,999
2024-01-02 15:20:00,18450.25,18465.5,18406.5,18421.75,1157
2024-01-02 15:25:00,18421.75,18427.0,18365.5,18370.75,1811
2024-01-02 15:30:00,18370.75,18431.5,18318.0,18378.75,878
2024-01-02 15:35:00,18378.75,18484.5,18301.5,18407.5,871
2024-01-02 15:40:00,18407.5,18507.25,18339.75,18439.75,1587
2024-01-02 15:45:00,18439.75,18533.0,18421.0,18514.25,847
2024-01-02 15:50:00,18514.25,18520.25,18503.5,18509.75,1037
2024-01-02 15:55:00,18509.75,18513.25,18496.0,18499.75,1848
2024-01-02 16:00:00,18499.75,18502.0,18486.25,18488.75,1537
2024-01-02 16:05:00,18488.75,18519.5,18483.0,18513.75,1282
2024-01-02 16:10:00,18513.75,18598.75,18464.0,18549.0,1976
2024-01-02 16:15:00,18549.0,18557.5,18459.75,18468.25,857
2024-01-02 16:20:00,18468.25,18572.75,18397.5,18502.25,1460
2024-01-02 16:25:00,18502.25,18577.25,18451.25,18526.5,868
2024-01-02 16:30:00,18526.5,18650.5,18386.5,18510.75,1109
2024-01-02 16:35:00,18510.75,18626.25,18453.75,18569.25,1398
2024-01-02 16:40:00,18569.25,18590.5,18527.25,18548.5,928
2024-01-02 16:45:00,18548.5,18560.0,18531.0,18542.5,1002
2024-01-02 16:50:00,18542.5,18593.25,18512.0,18562.75,1212
2024-01-02 16:55:00,18562.75,18637.0,18550.0,18624.25,1462
2024-01-02 17:00:00,18624.25,18680.25,18610.75,18666.75,1766
2024-01-02 17:05:00,18666.75,18801.5,18582.25,18717.0,1129
2024-01-02 17:10:00,18717.0,18783.25,18657.5,18723.75,1646
2024-01-02 17:15:00,18723.75,18763.75,18717.5,18757.75,824
2024-01-02 17:20:00,18757.75,18853.0,18727.5,18823.0,1521
2024-01-02 17:25:00,18823.0,18925.0,18809.25,18911.25,1208
2024-01-02 17:30:00,18911.25,19010.75,18842.75,18942.5,1443
2024-01-02 17:35:00,18942.5,18944.75,18925.5,18928.0,1631
2024-01-02 17:40:00,18928.0,18972.25,18916.75,18961.0,802
2024-01-02 17:45:00,18961.0,18964.0,18935.0,18938.0,904
2024-01-02 17:50:00,18938.0,19025.5,18895.25,18983.0,863
2024-01-02 17:55:00,18983.0,19014.0,18956.5,18987.75,2007
2024-01-02 18:00:00,18987.75,19086.0,18898.75,18997.0,2073
2024-01-02 18:05:00,18997.0,19043.0,18905.25,18951.5,909
2024-01-02 18:10:00,18951.5,18991.5,18917.25,18957.25,1524
2024-01-02 18:15:00,18957.25,18989.0,18900.5,18932.25,1701
2024-01-02 18:20:00,18932.25,19023.0,18863.0,18953.75,1365
2024-01-02 18:25:00,18953.75,19002.25,18878.75,18927.25,1942
2024-01-02 18:30:00,18927.25,19002.0,18888.25,18962.75,1103
2024-01-02 18:35:00,18962.75,18999.25,18950.75,18987.0,1644
2024-01-02 18:40:00,18987.0,19018.75,18900.25,18932.0,1055
2024-01-02 18:45:00,18932.0,18969.5,18877.25,18914.75,1138
2024-01-02 18:50:00,18914.75,19026.25,18784.25,18895.75,1330
2024-01-02 18:55:00,18895.75,18909.25,18880.5,18894.0,1901
2024-01-02 19:00:00,18894.0,18951.25,18883.25,18940.25,1313
2024-01-02 19:05:00,18940.25,18955.5,18905.25,18920.25,1267
2024-01-02 19:10:00,18920.25,18987.25,18904.75,18971.75,1746
2024-01-02 19:15:00,18971.75,19034.75,18965.25,19028.5,1554
2024-01-02 19:20:00,19028.5,19103.5,19020.0,19095.25,1451
2024-01-02 19:25:00,19095.25,19304.5,18951.5,19160.75,2481
2024-01-02 19:30:00,19160.75,19227.0,19043.25,19109.25,1696
2024-01-02 19:35:00,19109.25,19294.5,18916.75,19102.0,2346
2024-01-02 19:40:00,19102.0,19317.75,19087.0,19302.75,1745
2024-01-02 19:45:00,19302.75,19377.75,19230.75,19305.75,2262
2024-01-02 19:50:00,19305.75,19347.75,19282.0,19324.0,1756
2024-01-02 19:55:00,19324.0,19401.75,19165.5,19243.25,2103
2024-01-02 20:00:00,19243.25,19307.75,19060.25,19125.0,1442
2024-01-02 20:05:00,19125.0,19161.25,19101.0,19137.5,2377
2024-01-02 20:10:00,19137.5,19250.0,19092.5,19205.25,1674
2024-01-02 20:15:00,19205.25,19284.75,19021.25,19100.75,1920
2024-01-02 20:20:00,19100.75,19233.25,19016.25,19148.75,1597
2024-01-02 20:25:00,19148.75,19166.25,19040.75,19058.25,1556
2024-01-02 20:30:00,19058.25,19117.25,18993.0,19051.75,2382
2024-01-02 20:35:00,19051.75,19150.75,19018.0,19117.0,2512
2024-01-02 20:40:00,19117.0,19310.25,19061.25,19254.75,1965
2024-01-02 20:45:00,19254.75,19317.5,19246.0,19309.0,1943
2024-01-02 20:50:00,19309.0,19612.75,19109.5,19413.25,1627
2024-01-02 20:55:00,19413.25,19436.25,19297.5,19320.25,1857
2024-01-02 21:00:00,19320.25,19333.25,19315.0,19327.75,1563
2024-01-02 21:05:00,19327.75,19379.25,19285.5,19337.0,2542
2024-01-02 21:10:00,19337.0,19423.0,19278.5,19364.5,2114
2024-01-02 21:15:00,19364.5,19387.5,19357.25,19380.25,2552
2024-01-02 21:20:00,19380.25,19463.5,19322.75,19406.0,2640
2024-01-02 21:25:00,19406.0,19466.75,19360.0,19420.5,1658
2024-01-02 21:30:00,19420.5,19536.25,19328.0,19443.75,2461
2024-01-02 21:35:00,19443.75,19447.25,19410.5,19414.0,1537
2024-01-02 21:40:00,19414.0,19475.5,19339.0,19400.5,1887
2024-01-02 21:45:00,19400.5,19495.75,19215.75,19311.0,1659
2024-01-02 21:50:00,19311.0,19391.75,19229.0,19309.75,1721
2024-01-02 21:55:00,19309.75,19338.5,19279.5,19308.25,2697
2024-01-02 22:00:00,19308.25,19385.75,19165.75,19243.25,1709
2024-01-02 22:05:00,19243.25,19357.0,19242.75,19356.5,2007
2024-01-02 22:10:00,19356.5,19375.0,19354.75,19373.0,2560
2024-01-02 22:15:00,19373.0,19491.0,19184.25,19302.0,2191
2024-01-02 22:20:00,19302.0,19346.0,19239.25,19283.25,2422
2024-01-02 22:25:00,19283.25,19376.0,19190.0,19282.75,2640
2024-01-02 22:30:00,19282.75,19453.25,19201.25,19371.75,2434
2024-01-02 22:35:00,19371.75,19393.0,19332.0,19353.25,1820
2024-01-02 22:40:00,19353.25,19436.25,19293.0,19376.0,2564
2024-01-02 22:45:00,19376.0,19398.0,19241.5,19263.5,1619
2024-01-02 22:50:00,19263.5,19452.0,19040.75,19229.5,2077
2024-01-02 22:55:00,19229.5,19244.25,19222.75,19237.5,2205
2024-01-02 23:00:00,19237.5,19270.0,19196.25,19228.75,1843
2024-01-02 23:05:00,19228.75,19346.0,19047.0,19164.25,2072
2024-01-02 23:10:00,19164.25,19201.5,19092.0,19129.25,2419
2024-01-02 23:15:00,19129.25,19257.25,19103.0,19231.0,1405
2024-01-02 23:20:00,19231.0,19258.75,19203.5,19231.25,2695
2024-01-02 23:25:00,19231.25,19324.5,19066.5,19159.75,1995
2024-01-02 23:30:00,19159.75,19400.5,19053.5,19294.25,1693
2024-01-02 23:35:00,19294.25,19365.0,19054.75,19125.25,1730
2024-01-02 23:40:00,19125.25,19285.5,19009.0,19169.25,1460
2024-01-02 23:45:00,19169.25,19341.0,19081.25,19252.75,1930
2024-01-02 23:50:00,19252.75,19380.75,19110.0,19238.0,1420
2024-01-02 23:55:00,19238.0,19242.0,19167.75,19172.0,2493
2024-01-03 00:00:00,19172.0,19310.5,19096.0,19234.75,1787
2024-01-03 00:05:00,19234.75,19451.75,19050.0,19267.0,1974
2024-01-03 00:10:00,19267.0,19341.25,19234.5,19308.75,1659
2024-01-03 00:15:00,19308.75,19487.0,19233.25,19411.75,2127
2024-01-03 00:20:00,19411.75,19521.0,19247.0,19356.25,1985
2024-01-03 00:25:00,19356.25,19441.0,19240.5,19325.25,2298
2024-01-03 00:30:00,19325.25,19483.25,19250.5,19408.5,1806
2024-01-03 00:35:00,19408.5,19520.25,19237.75,19349.75,1917
2024-01-03 00:40:00,19349.75,19489.5,19310.25,19450.0,2247
2024-01-03 00:45:00,19450.0,19566.0,19420.75,19537.0,2250
2024-01-03 00:50:00,19537.0,19688.5,19447.5,19599.0,1941
2024-01-03 00:55:00,19599.0,19716.0,19544.75,19661.75,1819
2024-01-03 01:00:00,19661.75,19680.0,19568.0,19586.25,2330
2024-01-03 01:05:00,19586.25,19635.5,19539.75,19589.25,1927
2024-01-03 01:10:00,19589.25,19779.5,19497.75,19688.0,1636
2024-01-03 01:15:00,19688.0,19710.75,19611.25,19634.0,2551
2024-01-03 01:20:00,19634.0,19852.0,19393.5,19611.5,1919
2024-01-03 01:25:00,19611.5,19628.5,19532.75,19549.75,2565
2024-01-03 01:30:00,19549.75,19626.5,19497.5,19574.5,1623
2024-01-03 01:35:00,19574.5,19580.0,19552.25,19557.75,1097
2024-01-03 01:40:00,19557.75,19571.75,19551.0,19565.0,306
2024-01-03 01:45:00,19565.0,19589.25,19553.75,19578.0,868
2024-01-03 01:50:00,19578.0,19585.75,19573.25,19581.0,797
2024-01-03 01:55:00,19581.0,19610.0,19579.25,19608.25,823
2024-01-03 02:00:00,19608.25,19611.25,19593.75,19596.75,571
2024-01-03 02:05:00,19596.75,19597.0,19593.75,19594.0,461
2024-01-03 02:10:00,19594.0,19608.5,19550.75,19565.25,1134
2024-01-03 02:15:00,19565.25,19568.75,19553.0,19556.75,1290
2024-01-03 02:20:00,19556.75,19557.75,19553.25,19554.25,716
2024-01-03 02:25:00,19554.25,19567.25,19536.75,19549.75,330
2024-01-03 02:30:00,19549.75,19560.0,19544.75,19555.0,1164
2024-01-03 02:35:00,19555.0,19555.25,19550.0,19550.25,446
2024-01-03 02:40:00,19550.25,19569.25,19533.25,19552.5,274
2024-01-03 02:45:00,19552.5,19574.75,19547.0,19569.25,318
2024-01-03 02:50:00,19569.25,19584.25,19565.25,19580.25,475
2024-01-03 02:55:00,19580.25,19593.25,19571.75,19584.5,463
2024-01-03 03:00:00,19584.5,19591.75,19566.5,19573.75,746
2024-01-03 03:05:00,19573.75,19580.25,19568.5,19575.0,479
2024-01-03 03:10:00,19575.0,19580.25,19563.5,19568.75,727
2024-01-03 03:15:00,19568.75,19581.5,19538.75,19551.5,965
2024-01-03 03:20:00,19551.5,19552.5,19547.5,19548.5,367
2024-01-03 03:25:00,19548.5,19571.75,19516.25,19539.5,897
2024-01-03 03:30:00,19539.5,19550.75,19525.5,19536.75,1094
2024-01-03 03:35:00,19536.75,19562.5,19529.5,19555.5,565
2024-01-03 03:40:00,19555.5,19579.0,19545.25,19568.75,228
2024-01-03 03:45:00,19568.75,19577.0,19553.75,19562.0,324
2024-01-03 03:50:00,19562.0,19575.5,19543.5,19556.75,349
2024-01-03 03:55:00,19556.75,19562.0,19543.75,19549.0,570
2024-01-03 04:00:00,19549.0,19575.0,19541.0,19567.0,769
2024-01-03 04:05:00,19567.0,19572.5,19550.5,19556.0,1255
2024-01-03 04:10:00,19556.0,19566.75,19535.25,19545.75,1093
2024-01-03 04:15:00,19545.75,19569.25,19520.0,19543.5,999
2024-01-03 04:20:00,19543.5,19574.25,19541.75,19572.75,998
2024-01-03 04:25:00,19572.75,19612.0,19559.75,19599.25,594
2024-01-03 04:30:00,19599.25,19602.5,19590.75,19594.25,1017
2024-01-03 04:35:00,19594.25,19613.75,19594.0,19613.5,924
2024-01-03 04:40:00,19613.5,19616.75,19610.25,19613.5,321
2024-01-03 04:45:00,19613.5,19613.75,19609.75,19610.25,594
2024-01-03 04:50:00,19610.25,19616.0,19602.25,19608.25,905
2024-01-03 04:55:00,19608.25,19614.75,19584.0,19590.75,718
2024-01-03 05:00:00,19590.75,19602.75,19587.0,19599.0,1455
2024-01-03 05:05:00,19599.0,19612.5,19587.5,19601.0,522
2024-01-03 05:10:00,19601.0,19623.0,19598.75,19620.75,1360
2024-01-03 05:15:00,19620.75,19627.25,19611.5,19618.0,206
2024-01-03 05:20:00,19618.0,19625.25,19584.5,19591.75,669
2024-01-03 05:25:00,19591.75,19601.75,19579.0,19589.0,750
2024-01-03 05:30:00,19589.0,19605.0,19588.25,19604.0,754
2024-01-03 05:35:00,19604.0,19611.5,19574.0,19581.5,1067
2024-01-03 05:40:00,19581.5,19585.25,19579.0,19583.0,993
2024-01-03 05:45:00,19583.0,19587.0,19562.75,19566.75,793
2024-01-03 05:50:00,19566.75,19574.0,19565.25,19572.25,1138
2024-01-03 05:55:00,19572.25,19578.5,19565.0,19571.0,885
2024-01-03 06:00:00,19571.0,19610.75,19551.25,19591.0,1294
2024-01-03 06:05:00,19591.0,19601.5,19575.25,19585.75,414
2024-01-03 06:10:00,19585.75,19591.25,19577.25,19583.0,335
2024-01-03 06:15:00,19583.0,19588.25,19562.5,19568.0,1446
2024-01-03 06:20:00,19568.0,19569.0,19551.0,19552.0,1281
2024-01-03 06:25:00,19552.0,19562.0,19542.5,19552.5,1016
2024-01-03 06:30:00,19552.5,19564.5,19550.0,19562.0,925
2024-01-03 06:35:00,19562.0,19562.75,19552.25,19553.0,951
2024-01-03 06:40:00,19553.0,19561.75,19538.25,19547.0,909
2024-01-03 06:45:00,19547.0,19571.0,19533.25,19557.0,524
2024-01-03 06:50:00,19557.0,19570.5,19536.0,19549.75,1088
2024-01-03 06:55:00,19549.75,19562.25,19531.75,19544.5,950
2024-01-03 07:00:00,19544.5,19557.25,19528.0,19540.75,346
2024-01-03 07:05:00,19540.75,19568.0,19511.75,19538.75,1100
2024-01-03 07:10:00,19538.75,19549.0,19537.75,19548.0,367
2024-01-03 07:15:00,19548.0,19559.75,19535.25,19547.0,1100
2024-01-03 07:20:00,19547.0,19552.75,19527.5,19533.25,645
2024-01-03 07:25:00,19533.25,19653.25,19375.5,19495.5,1610
2024-01-03 07:30:00,19495.5,19518.0,19446.75,19469.25,2092
2024-01-03 07:35:00,19469.25,19533.0,19417.75,19481.5,2371
2024-01-03 07:40:00,19481.5,19547.5,19439.5,19505.5,1451
2024-01-03 07:45:00,19505.5,19594.25,19414.75,19503.5,1914
2024-01-03 07:50:00,19503.5,19550.5,19393.5,19440.5,1814
2024-01-03 07:55:00,19440.5,19675.0,19213.25,19447.75,1501
2024-01-03 08:00:00,19447.75,19504.25,19430.25,19486.75,2167
2024-01-03 08:05:00,19486.75,19685.25,19419.25,19617.75,2413
2024-01-03 08:10:00,19617.75,19645.0,19544.0,19571.25,1591
2024-01-03 08:15:00,19571.25,19587.5,19481.75,19498.0,2025
2024-01-03 08:20:00,19498.0,19666.75,19487.5,19656.5,2672
2024-01-03 08:25:00,19656.5,19773.75,19460.25,19577.5,1688
2024-01-03 08:30:00,19577.5,19646.25,19493.25,19562.0,2034
